,temperature_t_90,temperature_t_10,wind_anomalies_above,precipitation_Anomalia_Lluvia,drought_Anomalia_Sequia,Climate_Index
2025-01-01,3.2077456498575057,-0.9829439357955871,0.6212105327558104,0.5450824029742579,1.4178451832023773,1.354965540917108
2025-02-01,3.3177678872206644,-1.0547280943186657,0.5902624795523806,0.6656011504992849,1.4123137794800091,1.408134678214201
2025-03-01,3.6040544239175194,-1.0207842865080399,0.47221557062394764,0.6232845809917039,1.4258563957304813,1.429239051554338
2025-04-01,3.337560579633082,-1.0953377587380841,0.6598429230875928,0.6090052937304653,1.4358790898467053,1.427525129007186
2025-05-01,3.18870326477799,-0.8066442673485867,0.6462416485179958,0.6877102492033089,1.4028556514713715,1.3464310162638506
2025-06-01,3.03263656288671,-0.831309030900786,0.48474087754944956,0.6187859850358379,1.3902424515144185,1.2715429815774404
2025-07-01,3.116429582704702,-0.8055957069258277,0.6970187713835156,0.5782674685755014,1.3622188205852115,1.3119060700349519
2025-08-01,3.37550279425421,-0.9251537798499052,0.635308609634388,0.5973362628586112,1.3026551184546298,1.3671913130103488
2025-09-01,3.0781910711183476,-1.0037869744170216,0.5357652670034551,0.6941456272734292,1.249490102174716,1.3122758083973938
2025-10-01,3.135504912610783,-0.9121425740327476,0.5921433255965033,0.6492292483063029,1.1588483467212347,1.2895736814535144
2025-11-01,2.971690556800808,-0.8835003629526474,0.5266127688441207,0.7528104148305593,1.0838795584591814,1.2436987323774633
2025-12-01,2.9315603875530076,-0.9172398999850926,0.5141867731369327,0.6699512800003431,1.0134564590925854,1.2092789599535922
