Year,Value_mm,Flag1,Flag2
1977.875,3050,0,0
1977.9583,3002,0,0
1978.0417,2912,0,0
1978.125,2875,9,0
1978.2083,2824,1,0
1978.2917,2872,0,0
1978.375,2903,0,0
1978.4583,2942,4,0
1978.5417,2926,5,0
1978.625,2959,0,0
1978.7917,2962,0,0
1978.875,2986,0,0
1978.9583,2986,0,0
1979.0417,2928,0,0
1979.125,2820,0,0
1979.2083,2891,0,0
1979.2917,2892,0,0
1979.375,2938,0,0
1979.4583,2995,0,0
1979.5417,2981,2,0
1979.625,2993,0,0
1979.7083,3008,0,0
1979.7917,3067,0,0
1979.875,3056,0,0
1979.9583,3007,0,0
1980.0417,2998,0,0
1980.125,2832,0,0
1980.2083,2810,0,0
1980.2917,2808,0,0
1980.375,2995,0,0
1980.4583,3026,0,0
1980.5417,2990,0,0
1980.625,2998,4,0
1980.7083,2962,1,0
1980.7917,3011,0,0
1980.875,3010,0,0
1980.9583,3003,0,0
1981.0417,2863,0,0
1981.125,2870,0,0
1981.2083,2856,0,0
1981.2917,3002,0,0
1981.375,3003,0,0
1981.4583,2991,0,0
1981.5417,2964,1,0
1981.625,2879,0,0
1981.7083,3050,0,0
1981.7917,3089,0,0
1981.875,3082,0,0
1981.9583,3042,0,0
1982.0417,3008,0,0
1982.125,2940,0,0
1982.2083,2914,0,0
1982.2917,2943,2,0
1982.375,3057,0,0
1982.4583,3103,0,0
1982.5417,3092,0,0
1982.625,3100,0,0
1982.7083,3126,3,0
1982.7917,3226,1,0
1982.875,3217,0,0
1982.9583,3218,2,0
1983.0417,3131,0,0
1983.125,2942,1,0
1983.2083,3044,0,0
1983.2917,3140,0,0
1983.375,3282,0,0
1983.4583,3143,3,0
1983.5417,3101,0,0
1983.625,3098,0,0
1983.7083,3031,2,0
1983.7917,3075,2,0
1983.875,3081,0,0
1983.9583,2973,0,0
1984.0417,2979,0,0
1984.125,2916,0,0
1984.2083,2874,3,0
1984.2917,2900,0,0
1984.375,2952,0,0
1984.4583,3018,0,0
1984.5417,3002,0,0
1984.625,3034,2,0
1984.7083,3001,0,0
1984.7917,3001,0,0
1984.875,2946,0,0
1984.9583,2920,0,0
1985.0417,2783,0,0
1985.125,2800,0,0
1985.2083,2724,0,0
1985.2917,2777,0,0
1985.375,2855,0,0
1985.4583,2939,2,0
1985.5417,2952,0,0
1985.625,2954,0,0
1985.7083,2935,0,0
1985.7917,2972,2,0
1985.875,2969,0,0
1985.9583,2941,0,0
1986.0417,2871,0,0
1986.125,2766,0,0
1986.2083,2785,0,0
1986.2917,2860,0,0
1986.375,2941,0,0
1986.4583,3050,0,0
1986.5417,3018,0,0
1986.625,2994,0,0
1986.7083,2979,4,0
1986.7917,3027,1,0
1986.875,3054,1,0
1986.9583,2936,0,0
1987.0417,2910,3,0
1987.125,2920,6,0
1987.2083,2780,14,0
1987.2917,2936,14,0
1987.375,2986,4,0
1987.4583,3066,2,0
1987.5417,3076,0,0
1987.625,3057,8,0
1987.875,3022,5,0
1987.9583,3006,2,0
1988.0417,2939,9,0
1988.125,2849,10,0
1988.2083,2796,0,0
1988.2917,2878,4,0
