,temperature_daily_max_point,temperature_daily_max_lower_95,temperature_daily_max_upper_95,temperature_daily_max_enso_component,temperature_daily_max_ets_component,temperature_daily_min_point,temperature_daily_min_lower_95,temperature_daily_min_upper_95,temperature_daily_min_enso_component,temperature_daily_min_ets_component,precipitation_daily_point,precipitation_daily_lower_95,precipitation_daily_upper_95,precipitation_daily_enso_component,precipitation_daily_ets_component,wind_speed_daily_point,wind_speed_daily_lower_95,wind_speed_daily_upper_95,wind_speed_daily_enso_component,wind_speed_daily_ets_component
1991-01-01,300.4536123243825,299.2001564869353,301.7070681618296,0.12238702962107487,300.33122529476145,295.2471690700277,294.6311774467666,295.8631606932888,0.04490239970217691,295.20226667032557,0.22204383340645253,-0.20386648338796942,0.6479541502008745,0.0035798347279350586,0.21846399867851746,2.7030797769654207,0.7124011495070812,4.69375840442376,0.017536062360875314,2.6855437146045453
1991-02-01,300.472179781179,298.98829915507423,301.9560604072838,0.1236558589338885,300.3485239222451,295.25271361303965,294.4242395313361,296.08118769474316,0.04569870672423094,295.20701490631535,0.20083666258148744,-0.46089620823144706,0.8625695333944219,0.0035547834169431048,0.19728187916454434,2.692087578703712,-0.8579368017555266,6.24211195916295,0.006563880288470922,2.685523698415241
1991-03-01,300.4683897538444,298.80149176191,302.1352877457788,0.11986582332979898,300.34852393051455,295.25189264937177,294.26599505133066,296.2377902474128,0.04487765497154841,295.20701499440014,0.22067629061759353,-0.7171194752126037,1.1584720564477906,0.0022570672624961747,0.21841922335509736,2.691573681433466,-1.8809894447610207,7.264136807627953,0.006049983018225121,2.685523698415241
1991-04-01,300.4277925562705,298.5905961135003,302.2649889990407,0.0792686257559156,300.3485239305146,295.2362347419533,294.1103867808206,296.36208270308606,0.029219747549296668,295.207014994404,0.21300820665238812,-0.8618943880815124,1.2879108013862888,0.0016347646958422655,0.21137344195654584,2.695714580903273,-2.7350273414757718,8.126456503282318,0.010190882488032106,2.685523698415241
1991-05-01,300.42428955415704,298.4314027767071,302.417176331607,0.07576562364241926,300.34852393051455,295.231375338787,293.98128978361683,296.4814608939572,0.02436034438298744,295.207014994404,0.2201307024949977,-1.0397580481215882,1.4800194531115838,0.0017114791399003273,0.21841922335509736,2.7024585794414815,-3.4668802629088553,8.871797421791818,0.01693488102624056,2.685523698415241
1991-06-01,300.4382357532736,298.3031962902842,302.57327521626297,0.08971182275899882,300.34852393051466,295.23579703113694,293.8744789484919,296.5971151137819,0.02878203673295628,295.207014994404,0.20760856351324547,-1.0937741588140157,1.5089912858405066,0.0032809029552511456,0.2043276605579943,2.7054816536518222,-4.112971913993868,9.523935221297512,0.019957955236581334,2.685523698415241
