,point,lower_95,upper_95,enso_component,ets_component
1991-01-01,2.703892070373415,2.2661181368647685,3.141666003882061,0.017536062360875314,2.6863560080125395
1991-01-02,2.7027756526783056,1.9910741908347709,3.41447711452184,0.017536062360875314,2.68523959031743
1991-01-03,2.703156740807952,1.8223008773295026,3.584012604286402,0.017536062360875314,2.685620678447077
1991-01-04,2.7030266567335115,1.6732583892104915,3.7327949242565315,0.017536062360875314,2.685490594372636
1991-01-05,2.703071060809909,1.5456048238771258,3.8605372977426926,0.017536062360875314,2.6855349984490338
1991-01-06,2.703055903520216,1.429946879037042,3.97616492800339,0.017536062360875314,2.6855198411593406
1991-01-07,2.7030610774467894,1.324192261260376,4.081929893633203,0.017536062360875314,2.685525015085914
1991-01-08,2.703059311331822,1.2259138961798508,4.180204726483794,0.017536062360875314,2.685523248970947
1991-01-09,2.703059914193504,1.133802967969108,4.2723168604179005,0.017536062360875314,2.6855238518326288
1991-01-10,2.703059708407236,1.046798786847668,4.359320629966804,0.017536062360875314,2.6855236460463607
1991-01-11,2.703059778652185,0.9641449176949639,4.441974639609406,0.017536062360875314,2.6855237162913097
1991-01-12,2.703059754674138,0.8852444851408479,4.520875024207428,0.017536062360875314,2.6855236923132626
1991-01-13,2.703059762859022,0.8096293161749508,4.596490209543093,0.017536062360875314,2.6855237004981465
1991-01-14,2.7030597600651194,0.7369199670199926,4.669199553110246,0.017536062360875314,2.685523697704244
1991-01-15,2.703059761018815,0.6668052573991958,4.739314264638434,0.017536062360875314,2.68552369865794
1991-01-16,2.703059760693272,0.5990257402130115,4.807093781173533,0.017536062360875314,2.6855236983323967
1991-01-17,2.703059760804396,0.5333625694534576,4.872756952155335,0.017536062360875314,2.6855236984435207
1991-01-18,2.703059760766464,0.46962907023346867,4.936490451299459,0.017536062360875314,2.685523698405589
1991-01-19,2.703059760779412,0.4076645017537688,4.998455019805055,0.017536062360875314,2.6855236984185367
1991-01-20,2.703059760774992,0.34732927079581444,5.0587902507541695,0.017536062360875314,2.6855236984141166
1991-01-21,2.7030597607765006,0.2885012322870688,5.117618289265932,0.017536062360875314,2.685523698415625
1991-01-22,2.7030597607759854,0.23107277989504782,5.175046741656923,0.017536062360875314,2.68552369841511
1991-01-23,2.7030597607761613,0.1749485330474294,5.231170988504893,0.017536062360875314,2.685523698415286
1991-01-24,2.7030597607761013,0.12004347629427059,5.286076045257932,0.017536062360875314,2.685523698415226
1991-01-25,2.7030597607761218,0.0662814477535476,5.3398380737986955,0.017536062360875314,2.6855236984152464
1991-01-26,2.7030597607761147,0.013593899651485941,5.392525621900743,0.017536062360875314,2.6855236984152393
1991-01-27,2.703059760776117,-0.03808112657046925,5.4442006481227025,0.017536062360875314,2.6855236984152415
1991-01-28,2.703059760776116,-0.08879985432126825,5.494919375873501,0.017536062360875314,2.6855236984152406
1991-01-29,2.7030597607761164,-0.13861348865636636,5.544733010208599,0.017536062360875314,2.685523698415241
1991-01-30,2.7030597607761164,-0.18756882184542656,5.593688343397659,0.017536062360875314,2.685523698415241
1991-01-31,2.7030597607761164,-0.23570874810597742,5.641828269658211,0.017536062360875314,2.685523698415241
1991-02-01,2.692087578703712,-0.2940448856932627,5.678220043100687,0.006563880288470922,2.685523698415241
1991-02-02,2.692087578703712,-0.34066922675464983,5.724844384162074,0.006563880288470922,2.685523698415241
1991-02-03,2.692087578703712,-0.3865875563474792,5.770762713754904,0.006563880288470922,2.685523698415241
1991-02-04,2.692087578703712,-0.43183100751311354,5.8160061649205375,0.006563880288470922,2.685523698415241
1991-02-05,2.692087578703712,-0.4764284902849547,5.860603647692379,0.006563880288470922,2.685523698415241
1991-02-06,2.692087578703712,-0.5204069077612612,5.904582065168685,0.006563880288470922,2.685523698415241
1991-02-07,2.692087578703712,-0.5637913459027164,5.94796650331014,0.006563880288470922,2.685523698415241
1991-02-08,2.692087578703712,-0.6066052408575118,5.990780398264936,0.006563880288470922,2.685523698415241
1991-02-09,2.692087578703712,-0.648870526982924,6.033045684390348,0.006563880288470922,2.685523698415241
1991-02-10,2.692087578703712,-0.6906077682173928,6.074782925624817,0.006563880288470922,2.685523698415241
1991-02-11,2.692087578703712,-0.7318362750363443,6.116011432443768,0.006563880288470922,2.685523698415241
1991-02-12,2.692087578703712,-0.7725742088794019,6.156749366286826,0.006563880288470922,2.685523698415241
1991-02-13,2.692087578703712,-0.8128386756513035,6.197013833058728,0.006563880288470922,2.685523698415241
1991-02-14,2.692087578703712,-0.8526458096621234,6.236820967069548,0.006563880288470922,2.685523698415241
1991-02-15,2.692087578703712,-0.8920108491751875,6.276186006582611,0.006563880288470922,2.685523698415241
1991-02-16,2.692087578703712,-0.9309482045659565,6.315123361973381,0.006563880288470922,2.685523698415241
1991-02-17,2.692087578703712,-0.969471519956437,6.3536466773638605,0.006563880288470922,2.685523698415241
1991-02-18,2.692087578703712,-1.007593729072592,6.3917688864800155,0.006563880288470922,2.685523698415241
1991-02-19,2.692087578703712,-1.045327105973096,6.42950226338052,0.006563880288470922,2.685523698415241
1991-02-20,2.692087578703712,-1.0826833112134895,6.466858468620913,0.006563880288470922,2.685523698415241
1991-02-21,2.692087578703712,-1.1196734339379208,6.503848591345345,0.006563880288470922,2.685523698415241
1991-02-22,2.692087578703712,-1.1563080303291255,6.54048318773655,0.006563880288470922,2.685523698415241
1991-02-23,2.692087578703712,-1.1925971587945177,6.576772316201941,0.006563880288470922,2.685523698415241
1991-02-24,2.692087578703712,-1.2285504122207431,6.612725569628167,0.006563880288470922,2.685523698415241
