variable,enso_r2,aic,mean_res,std_res,skewness,kurtosis,shapiro_p,jb_p
temperature_daily_max,0.1154202972941079,12487.24238411514,0.017961896265287172,3.004019016405942,86.6388384991462,8906.904208712767,3.137686266386701e-95,0.0
temperature_daily_min,0.043283617804060356,-8347.613262263249,0.017762441027618536,3.0089617186035245,83.3388614390931,8725.98172500158,1.3852516678617317e-95,0.0
precipitation_daily,0.0071869008339341695,-103246.14738254398,1.355871431634555e-07,0.002173465297160556,0.012793978587167808,0.7824728402599708,3.229051748447625e-13,1.704901299563537e-61
wind_speed_daily,0.013912129075038108,-1741.0301563415483,0.00028026043139252565,0.22464528536040065,0.20334312835021667,1.7874429953150317,7.49410405994804e-21,0.0
