,temperature_max,temperature_min,precipitation,wind_speed,Climate_Index
1960-12-01,298.0600280761719,296.4434509277344,0.0003064712800551206,2.5193681716918945,1.2598373214859748
1961-01-01,301.0267639160156,295.35357666015625,0.1498522162437439,2.6096043586730957,1.3797282874584198
1961-02-01,301.4013977050781,295.18292236328125,0.10786349326372147,2.5842478275299072,1.3460556603968143
1961-03-01,301.1860656738281,295.6658630371094,0.1779095083475113,2.324395179748535,1.2511523440480232
1961-04-01,300.8526916503906,295.6209716796875,0.23963037133216858,2.226531982421875,1.2330811768770218
1961-05-01,300.5942077636719,295.5174255371094,0.2797855734825134,2.262967109680176,1.2713763415813446
1961-06-01,299.65789794921875,294.8155517578125,0.2594354450702667,2.4763026237487793,1.367869034409523
1961-07-01,299.82135009765625,294.4673156738281,0.2254561483860016,2.3432815074920654,1.2843688279390335
1961-08-01,300.7176513671875,294.78753662109375,0.17472924292087555,2.4245240688323975,1.2996266558766365
1961-09-01,300.78997802734375,294.71734619140625,0.20334655046463013,2.1477885246276855,1.1755675375461578
1961-10-01,300.72564697265625,294.92938232421875,0.24388322234153748,2.0722615718841553,1.1580723971128464
1961-11-01,300.22381591796875,294.7193908691406,0.22802753746509552,2.0351078510284424,1.131567694246769
1961-12-01,300.54632568359375,294.737060546875,0.17037774622440338,2.4997196197509766,1.33504868298769
1962-01-01,301.0406799316406,295.0609130859375,0.1304446905851364,2.786799669265747,1.4586221799254417
1962-02-01,301.1839294433594,295.1965637207031,0.1058979257941246,2.6431961059570312,1.374547015875578
1962-03-01,300.6016540527344,295.1792297363281,0.2073459029197693,2.1858983039855957,1.1966221034526825
1962-04-01,300.7051696777344,295.32855224609375,0.23364761471748352,2.2619986534118652,1.2478231340646744
1962-05-01,299.9200744628906,295.19549560546875,0.3329981565475464,2.1281888484954834,1.230593502521515
1962-06-01,299.5279541015625,294.47027587890625,0.2562548518180847,2.2117128372192383,1.2339838445186615
1962-07-01,299.5028076171875,294.40142822265625,0.23413348197937012,2.45542311668396,1.344778299331665
1962-08-01,300.30902099609375,294.5938720703125,0.20915451645851135,2.066101312637329,1.1376279145479202
1962-09-01,300.9534606933594,294.90289306640625,0.18689139187335968,2.1431875228881836,1.1650394573807716
1962-10-01,300.7845458984375,295.0210876464844,0.20569275319576263,2.0219287872314453,1.113810770213604
1962-11-01,300.6372985839844,294.9625549316406,0.21929141879081726,2.282078266143799,1.250684842467308
1962-12-01,301.1451110839844,295.0319519042969,0.13954706490039825,2.604034423828125,1.3717907443642616
1963-01-01,301.4600524902344,295.0756530761719,0.11803332716226578,2.643369674682617,1.3807015009224415
1963-02-01,301.05035400390625,295.13641357421875,0.14983084797859192,2.2463390827178955,1.1980849653482437
1963-03-01,301.125732421875,295.49114990234375,0.186695858836174,2.5026941299438477,1.3446949943900108
1963-04-01,300.66973876953125,295.4064025878906,0.2340656816959381,2.0256242752075195,1.1298449784517288
1963-05-01,300.1864929199219,295.22662353515625,0.2728322446346283,2.0717074871063232,1.1722698658704758
1963-06-01,300.1883850097656,295.01904296875,0.24982014298439026,2.27494215965271,1.26238115131855
1963-07-01,300.318115234375,294.71759033203125,0.22124090790748596,2.316622018814087,1.2689314633607864
1963-08-01,300.8594970703125,295.0588073730469,0.19510848820209503,2.278263568878174,1.2366860285401344
1963-09-01,301.43023681640625,295.27911376953125,0.19299915432929993,2.0690624713897705,1.1310308128595352
1963-10-01,301.4134521484375,295.3227233886719,0.22625218331813812,1.957051396369934,1.091651789844036
1963-11-01,300.8753967285156,295.02740478515625,0.2296755611896515,2.2964580059051514,1.2630667835474014
1963-12-01,301.0056457519531,295.1772766113281,0.15778344869613647,2.6808347702026367,1.4193091094493866
1964-01-01,302.3412780761719,295.4132385253906,0.077806755900383,2.9503026008605957,1.5140546783804893
1964-02-01,302.3704528808594,295.9282531738281,0.1320979744195938,2.530024528503418,1.331061251461506
1964-03-01,301.63336181640625,295.6496887207031,0.19362527132034302,2.584838628768921,1.389231950044632
1964-04-01,300.44256591796875,295.4673156738281,0.28179338574409485,2.1275815963745117,1.2046874910593033
1964-05-01,300.01885986328125,295.2359313964844,0.31236085295677185,2.231889486312866,1.272125169634819
1964-06-01,299.34478759765625,294.6380310058594,0.3271322250366211,2.1454648971557617,1.2362985610961914
1964-07-01,299.3834533691406,294.33758544921875,0.27204447984695435,2.272397041320801,1.2722207605838776
1964-08-01,300.0587158203125,294.5633239746094,0.22940339148044586,2.2469823360443115,1.2381928637623787
1964-09-01,300.37701416015625,294.6417541503906,0.19132213294506073,2.005028247833252,1.0981751903891563
1964-10-01,300.4620666503906,294.67315673828125,0.22380727529525757,1.9599076509475708,1.0918574631214142
1964-11-01,300.5327453613281,294.8271789550781,0.18547919392585754,2.250629425048828,1.2180543094873428
1964-12-01,300.4288330078125,294.3541259765625,0.13428190350532532,2.5812699794769287,1.357775941491127
1965-01-01,300.9435119628906,294.74200439453125,0.13041508197784424,2.749765157699585,1.4400901198387146
1965-02-01,301.58648681640625,295.13726806640625,0.10687936842441559,2.8491175174713135,1.4779984429478645
1965-03-01,301.18829345703125,295.4327392578125,0.163732647895813,2.563755512237549,1.363744080066681
1965-04-01,300.9718322753906,295.52813720703125,0.19288840889930725,2.1399459838867188,1.166417196393013
1965-05-01,300.2922058105469,295.4540100097656,0.3091336488723755,1.9270120859146118,1.1180728673934937
1965-06-01,300.0600280761719,295.02154541015625,0.2477988451719284,2.1142849922180176,1.181041918694973
1965-07-01,300.1236572265625,294.90234375,0.2533315122127533,2.364144802093506,1.3087381571531296
1965-08-01,300.283447265625,294.6488037109375,0.22656773030757904,2.2339189052581787,1.2302433177828789
1965-09-01,300.7248840332031,295.0491638183594,0.22582842409610748,2.0027105808258057,1.1142695024609566
1965-10-01,301.125244140625,295.4208679199219,0.24569523334503174,2.062211036682129,1.1539531350135803
1965-11-01,300.54534912109375,295.2817687988281,0.25646427273750305,2.1043851375579834,1.1804247051477432
1965-12-01,300.7442626953125,295.15850830078125,0.1803787499666214,2.4814417362213135,1.3309102430939674
1966-01-01,301.0812683105469,295.4320373535156,0.15662439167499542,2.4867234230041504,1.321673907339573
1966-02-01,301.9165344238281,295.60406494140625,0.11711981892585754,2.9625449180603027,1.5398323684930801
1966-03-01,301.3419189453125,295.617919921875,0.17196564376354218,2.4825456142425537,1.327255629003048
1966-04-01,301.11175537109375,295.6685791015625,0.227385476231575,2.276146173477173,1.251765824854374
1966-05-01,300.38287353515625,295.437255859375,0.3499980568885803,2.1496286392211914,1.2498133480548859
1966-06-01,300.2192077636719,294.99017333984375,0.2861851453781128,2.304379940032959,1.2952825427055359
1966-07-01,299.9783020019531,294.8537902832031,0.25409170985221863,2.299424648284912,1.2767581790685654
1966-08-01,300.3941955566406,294.86712646484375,0.2269630879163742,2.259996175765991,1.2434796318411827
1966-09-01,300.6246337890625,294.9268798828125,0.2037448137998581,2.1923816204071045,1.1980632171034813
1966-10-01,300.8908996582031,295.0832214355469,0.22243551909923553,2.1123266220092773,1.1673810705542564
1966-11-01,300.5487976074219,295.0551452636719,0.24816429615020752,2.152362585067749,1.2002634406089783
1966-12-01,300.2919006347656,294.8871765136719,0.21891061961650848,2.6072030067443848,1.4130568131804466
1967-01-01,300.6789245605469,294.8818664550781,0.14262400567531586,2.7802493572235107,1.4614366814494133
1967-02-01,301.1415710449219,295.25164794921875,0.12381123751401901,2.6435396671295166,1.3836754523217678
1967-03-01,300.9450378417969,295.18536376953125,0.15103892982006073,2.4963972568511963,1.3237180933356285
1967-04-01,300.4727478027344,295.17279052734375,0.24560722708702087,2.137686014175415,1.191646620631218
1967-05-01,300.3801574707031,295.25909423828125,0.3093288540840149,2.295445442199707,1.302387148141861
1967-06-01,299.6528015136719,294.72186279296875,0.3227163255214691,2.3276450634002686,1.3251806944608688
1967-07-01,299.7561340332031,294.5578918457031,0.2661149501800537,2.58961820602417,1.4278665781021118
1967-08-01,300.1763916015625,294.6710510253906,0.2244270294904709,2.525088310241699,1.374757669866085
1967-09-01,300.5005798339844,294.7725830078125,0.19951437413692474,2.1150238513946533,1.157269112765789
1967-10-01,300.3256530761719,294.9045715332031,0.24901770055294037,2.0809338092803955,1.164975754916668
1967-11-01,300.56573486328125,295.0384521484375,0.23300756514072418,2.4381415843963623,1.3355745747685432
1967-12-01,300.6802978515625,294.9619445800781,0.15534786880016327,2.726165294647217,1.44075658172369
1968-01-01,300.6179504394531,294.8040771484375,0.15472042560577393,2.791264772415161,1.4729925990104675
1968-02-01,301.033203125,295.156982421875,0.1389055997133255,2.5212020874023438,1.3300538435578346
1968-03-01,300.8701477050781,295.12237548828125,0.21243330836296082,2.4968438148498535,1.3546385616064072
1968-04-01,300.1346740722656,295.1300354003906,0.2945115864276886,2.2666025161743164,1.2805570513010025
1968-05-01,299.7950744628906,294.6846923828125,0.29378634691238403,2.24039888381958,1.267092615365982
1968-06-01,299.5992736816406,294.6502380371094,0.30541229248046875,2.1622869968414307,1.2338496446609497
1968-07-01,299.72747802734375,294.7579650878906,0.28291380405426025,2.484557628631592,1.383735716342926
1968-08-01,300.35736083984375,294.9689636230469,0.24569624662399292,2.203373432159424,1.2245348393917084
1968-09-01,300.51324462890625,295.0250549316406,0.21806901693344116,1.978202223777771,1.098135620355606
1968-10-01,300.72991943359375,295.22442626953125,0.2464546412229538,2.1223397254943848,1.1843971833586693
1968-11-01,300.9588317871094,295.27685546875,0.21197409927845,2.267333507537842,1.239653803408146
1968-12-01,301.2535705566406,295.2663269042969,0.13826684653759003,2.6732282638549805,1.4057475551962852
1969-01-01,300.9447326660156,295.25897216796875,0.15903015434741974,2.5396666526794434,1.3493484035134315
1969-02-01,301.1028137207031,295.5534973144531,0.16612690687179565,2.495351791381836,1.3307393491268158
1969-03-01,301.84088134765625,296.0420837402344,0.1684240698814392,2.180605411529541,1.1745147407054901
1969-04-01,301.23504638671875,296.2758483886719,0.2942655384540558,2.0161385536193848,1.1552020460367203
1969-05-01,301.1374816894531,296.16802978515625,0.33268502354621887,1.8717175722122192,1.102201297879219
1969-06-01,300.7040710449219,295.759765625,0.29864534735679626,1.9713494777679443,1.1349974125623703
1969-07-01,300.3135070800781,295.04400634765625,0.24688178300857544,2.4472897052764893,1.3470857441425323
1969-08-01,300.5270690917969,295.0228271484375,0.2499677538871765,1.9446018934249878,1.0972848236560822
1969-09-01,301.0702209472656,295.3764343261719,0.23172666132450104,2.0570852756500244,1.1444059684872627
1969-10-01,300.60675048828125,295.2205505371094,0.26935940980911255,1.91596257686615,1.0926609933376312
1969-11-01,301.0083923339844,295.3743896484375,0.2577400505542755,2.0996744632720947,1.1787072569131851
