,ONI,Z_ONI,D_EN,D_LN
2000-11-01,-0.75,-0.9242620140360793,0,1
2000-12-01,-0.74,-0.9124310395995486,0,1
2001-01-01,-0.68,-0.8414451929803647,0,1
2001-02-01,-0.52,-0.6521496019958739,0,1
2001-03-01,-0.44,-0.5575018065036285,0,0
2001-04-01,-0.34,-0.43919206213832185,0,0
2001-05-01,-0.25,-0.33271329220954576,0,0
2001-06-01,-0.12,-0.1789106245346471,0,0
2001-07-01,-0.08,-0.13158672678852443,0,0
2001-08-01,-0.13,-0.19074159897117776,0,0
2001-09-01,-0.19,-0.26172744559036176,0,0
2001-10-01,-0.29,-0.38003718995566843,0,0
2001-11-01,-0.35,-0.45102303657485243,0,0
2001-12-01,-0.31,-0.40369913882872976,0,0
2002-01-01,-0.15,-0.2144035478442391,0,0
2002-02-01,0.03,-0.0014460079866870771,0,0
2002-03-01,0.09,0.06953983863249692,0,0
2002-04-01,0.2,0.19968055743433433,0,0
2002-05-01,0.43,0.4717929694745397,0,0
2002-06-01,0.65,0.7320744070782144,1,0
2002-07-01,0.79,0.8977080491896438,1,0
2002-08-01,0.86,0.9805248702453584,1,0
2002-09-01,1.01,1.1579894867933185,1,0
2002-10-01,1.21,1.3946089755239317,1,0
2002-11-01,1.31,1.5129187198892384,1,0
2002-12-01,1.14,1.311792154468217,1,0
2003-01-01,0.92,1.0515107168645423,1,0
2003-02-01,0.63,0.708412458205153,1,0
2003-03-01,0.38,0.41263809729188633,0,0
2003-04-01,-0.04,-0.08426282904240175,0,0
2003-05-01,-0.26,-0.34454426664607646,0,0
2003-06-01,-0.16,-0.22623452228076976,0,0
2003-07-01,0.08,0.05770886419596626,0,0
2003-08-01,0.21,0.21151153187086497,0,0
2003-09-01,0.26,0.27066640405351833,0,0
2003-10-01,0.29,0.3061593273631103,0,0
2003-11-01,0.35,0.3771451739822943,0,0
2003-12-01,0.35,0.3771451739822943,0,0
2004-01-01,0.37,0.40080712285535564,0,0
2004-02-01,0.31,0.32982127623617163,0,0
2004-03-01,0.23,0.23517348074392633,0,0
2004-04-01,0.17,0.1641876341247423,0,0
2004-05-01,0.17,0.1641876341247423,0,0
2004-06-01,0.28,0.29432835292657966,0,0
2004-07-01,0.47,0.5191168672206623,0,0
2004-08-01,0.64,0.7202434326416837,1,0
2004-09-01,0.7,0.7912292792608676,1,0
2004-10-01,0.67,0.7557363559512758,1,0
2004-11-01,0.66,0.7439053815147451,1,0
2004-12-01,0.69,0.7793983048243369,1,0
2005-01-01,0.64,0.7202434326416837,1,0
2005-02-01,0.58,0.6492575860224996,1,0
2005-03-01,0.45,0.495454918347601,0,0
2005-04-01,0.43,0.4717929694745397,0,0
2005-05-01,0.29,0.3061593273631103,0,0
2005-06-01,0.11,0.09320178750555827,0,0
2005-07-01,-0.06,-0.1079247779154631,0,0
2005-08-01,-0.14,-0.20257257340770846,0,0
2005-09-01,-0.11,-0.16707965009811643,0,0
2005-10-01,-0.29,-0.38003718995566843,0,0
2005-11-01,-0.57,-0.7113044741785272,0,1
2005-12-01,-0.84,-1.0307407839648552,0,1
2006-01-01,-0.85,-1.0425717584013858,0,1
2006-02-01,-0.77,-0.9479239629091406,0,1
2006-03-01,-0.57,-0.7113044741785272,0,1
2006-04-01,-0.37,-0.4746849854479138,0,0
2006-05-01,-0.14,-0.20257257340770846,0,0
2006-06-01,-0.03,-0.0724318546058711,0,0
2006-07-01,0.1,0.0813708130690276,0,0
2006-08-01,0.3,0.317990301799641,0,0
2006-09-01,0.54,0.601933688276377,1,0
2006-10-01,0.77,0.8740461003165824,1,0
2006-11-01,0.94,1.0751726657376037,1,0
2006-12-01,0.94,1.0751726657376037,1,0
2007-01-01,0.66,0.7439053815147451,1,0
2007-02-01,0.22,0.22334250630739563,0,0
2007-03-01,-0.12,-0.1789106245346471,0,0
2007-04-01,-0.32,-0.41553011326526046,0,0
2007-05-01,-0.38,-0.48651595988444446,0,0
2007-06-01,-0.47,-0.5929947298132205,0,0
2007-07-01,-0.56,-0.6994734997419967,0,1
2007-08-01,-0.81,-0.9952478606552634,0,1
2007-09-01,-1.07,-1.3028531960050607,0,1
2007-10-01,-1.34,-1.6222895057913889,0,1
2007-11-01,-1.5,-1.8115850967758793,0,1
2007-12-01,-1.6,-1.9298948411411863,0,1
2008-01-01,-1.64,-1.9772187388873086,0,1
2008-02-01,-1.52,-1.8352470456489407,0,1
2008-03-01,-1.29,-1.5631346336087355,0,1
2008-04-01,-1.01,-1.2318673493858767,0,1
2008-05-01,-0.84,-1.0307407839648552,0,1
2008-06-01,-0.61,-0.7586283719246499,0,1
2008-07-01,-0.37,-0.4746849854479138,0,0
2008-08-01,-0.23,-0.3090513433364845,0,0
2008-09-01,-0.24,-0.3208823177730151,0,0
2008-10-01,-0.35,-0.45102303657485243,0,0
2008-11-01,-0.55,-0.687642525305466,0,1
2008-12-01,-0.73,-0.9006000651630179,0,1
2009-01-01,-0.85,-1.0425717584013858,0,1
2009-02-01,-0.79,-0.971585911782202,0,1
2009-03-01,-0.61,-0.7586283719246499,0,1
2009-04-01,-0.33,-0.42736108770179115,0,0
2009-05-01,0.01,-0.025107956859748416,0,0
2009-06-01,0.28,0.29432835292657966,0,0
2009-07-01,0.45,0.495454918347601,0,0
2009-08-01,0.58,0.6492575860224996,1,0
2009-09-01,0.71,0.8030602536973983,1,0
2009-10-01,1.01,1.1579894867933185,1,0
2009-11-01,1.36,1.5720735920718918,1,0
2009-12-01,1.56,1.8086930808025052,1,0
2010-01-01,1.5,1.737707234183321,1,0
2010-02-01,1.22,1.4064399499604623,1,0
2010-03-01,0.84,0.956862921372297,1,0
2010-04-01,0.35,0.3771451739822943,0,0
2010-05-01,-0.17,-0.23806549671730046,0,0
2010-06-01,-0.66,-0.8177832441073033,0,1
2010-07-01,-1.05,-1.2791912471319993,0,1
2010-08-01,-1.35,-1.6341204802279194,0,1
2010-09-01,-1.56,-1.8825709433950635,0,1
2010-10-01,-1.64,-1.9772187388873086,0,1
2010-11-01,-1.64,-1.9772187388873086,0,1
2010-12-01,-1.54,-1.858908994522002,0,1
2011-01-01,-1.31,-1.5867965824817967,0,1
2011-02-01,-1.04,-1.2673602726954687,0,1
2011-03-01,-0.8,-0.9834168862187327,0,1
2011-04-01,-0.62,-0.7704593463611806,0,1
2011-05-01,-0.46,-0.5811637553766899,0,0
2011-06-01,-0.37,-0.4746849854479138,0,0
2011-07-01,-0.43,-0.5456708320670978,0,0
2011-08-01,-0.58,-0.7231354486150579,0,1
2011-09-01,-0.79,-0.971585911782202,0,1
2011-10-01,-0.96,-1.1727124772032234,0,1
2011-11-01,-1.02,-1.2436983238224073,0,1
2011-12-01,-0.92,-1.1253885794571006,0,1
2012-01-01,-0.72,-0.8887690907264872,0,1
2012-02-01,-0.57,-0.7113044741785272,0,1
2012-03-01,-0.46,-0.5811637553766899,0,0
2012-04-01,-0.36,-0.4628540110113831,0,0
2012-05-01,-0.17,-0.23806549671730046,0,0
2012-06-01,0.06,0.03404691532290493,0,0
2012-07-01,0.3,0.317990301799641,0,0
2012-08-01,0.41,0.4481310206014783,0,0
2012-09-01,0.41,0.4481310206014783,0,0
2012-10-01,0.31,0.32982127623617163,0,0
2012-11-01,0.13,0.1168637363786196,0,0
2012-12-01,-0.1,-0.15524867566158576,0,0
2013-01-01,-0.29,-0.38003718995566843,0,0
2013-02-01,-0.29,-0.38003718995566843,0,0
2013-03-01,-0.21,-0.2853893944634231,0,0
2013-04-01,-0.19,-0.26172744559036176,0,0
2013-05-01,-0.27,-0.35637524108260715,0,0
2013-06-01,-0.34,-0.43919206213832185,0,0
2013-07-01,-0.35,-0.45102303657485243,0,0
2013-08-01,-0.28,-0.3682062155191378,0,0
2013-09-01,-0.21,-0.2853893944634231,0,0
2013-10-01,-0.13,-0.19074159897117776,0,0
2013-11-01,-0.1,-0.15524867566158576,0,0
2013-12-01,-0.15,-0.2144035478442391,0,0
2014-01-01,-0.28,-0.3682062155191378,0,0
2014-02-01,-0.32,-0.41553011326526046,0,0
2014-03-01,-0.14,-0.20257257340770846,0,0
2014-04-01,0.15,0.14052568525168094,0,0
2014-05-01,0.31,0.32982127623617163,0,0
2014-06-01,0.23,0.23517348074392633,0,0
2014-07-01,0.1,0.0813708130690276,0,0
2014-08-01,0.11,0.09320178750555827,0,0
2014-09-01,0.28,0.29432835292657966,0,0
2014-10-01,0.54,0.601933688276377,1,0
2014-11-01,0.71,0.8030602536973983,1,0
2014-12-01,0.77,0.8740461003165824,1,0
2015-01-01,0.69,0.7793983048243369,1,0
2015-02-01,0.61,0.6847505093320916,1,0
2015-03-01,0.65,0.7320744070782144,1,0
2015-04-01,0.81,0.921369998062705,1,0
2015-05-01,1.02,1.169820461229849,1,0
2015-06-01,1.25,1.4419328732700545,1,0
2015-07-01,1.57,1.8205240552390358,1,0
2015-08-01,1.91,2.2227771860810783,1,0
2015-09-01,2.21,2.577706419176999,1,0
2015-10-01,2.47,2.8853117545267963,1,0
2015-11-01,2.64,3.086438319947818,1,0
2015-12-01,2.75,3.216579038749655,1,0
2016-01-01,2.63,3.074607345511287,1,0
2016-02-01,2.28,2.6605232402327132,1,0
2016-03-01,1.71,1.986157697350465,1,0
2016-04-01,1.05,1.205313384539441,1,0
2016-05-01,0.49,0.5427788160937237,0,0
2016-06-01,0.0,-0.03693893129627908,0,0
2016-07-01,-0.31,-0.40369913882872976,0,0
2016-08-01,-0.5,-0.6284876531228125,0,1
2016-09-01,-0.58,-0.7231354486150579,0,1
2016-10-01,-0.64,-0.7941212952342419,0,1
2016-11-01,-0.6,-0.7467973974881192,0,1
2016-12-01,-0.45,-0.5693327809401592,0,0
2017-01-01,-0.19,-0.26172744559036176,0,0
2017-02-01,-0.02,-0.06060088016934042,0,0
2017-03-01,0.18,0.17601860856127297,0,0
2017-04-01,0.31,0.32982127623617163,0,0
2017-05-01,0.4,0.4363000461649477,0,0
2017-06-01,0.39,0.424469071728417,0,0
2017-07-01,0.19,0.18784958299780363,0,0
2017-08-01,-0.07,-0.11975575235199377,0,0
2017-09-01,-0.34,-0.43919206213832185,0,0
2017-10-01,-0.6,-0.7467973974881192,0,1
2017-11-01,-0.77,-0.9479239629091406,0,1
2017-12-01,-0.86,-1.0544027328379166,0,1
2018-01-01,-0.77,-0.9479239629091406,0,1
2018-02-01,-0.71,-0.8769381162899565,0,1
2018-03-01,-0.57,-0.7113044741785272,0,1
2018-04-01,-0.39,-0.49834693432097515,0,0
2018-05-01,-0.13,-0.19074159897117776,0,0
2018-06-01,0.06,0.03404691532290493,0,0
2018-07-01,0.14,0.1286947108151503,0,0
2018-08-01,0.27,0.282497378490049,0,0
2018-09-01,0.53,0.5901027138398464,1,0
2018-10-01,0.81,0.921369998062705,1,0
2018-11-01,0.97,1.1106655890471957,1,0
2018-12-01,0.92,1.0515107168645423,1,0
2019-01-01,0.89,1.0160177935549504,1,0
2019-02-01,0.86,0.9805248702453584,1,0
2019-03-01,0.84,0.956862921372297,1,0
2019-04-01,0.77,0.8740461003165824,1,0
2019-05-01,0.64,0.7202434326416837,1,0
2019-06-01,0.52,0.5782717394033157,1,0
2019-07-01,0.33,0.353483225109233,0,0
2019-08-01,0.19,0.18784958299780363,0,0
2019-09-01,0.23,0.23517348074392633,0,0
2019-10-01,0.39,0.424469071728417,0,0
2019-11-01,0.58,0.6492575860224996,1,0
2019-12-01,0.66,0.7439053815147451,1,0
2020-01-01,0.64,0.7202434326416837,1,0
2020-02-01,0.63,0.708412458205153,1,0
2020-03-01,0.53,0.5901027138398464,1,0
2020-04-01,0.3,0.317990301799641,0,0
2020-05-01,0.01,-0.025107956859748416,0,0
2020-06-01,-0.23,-0.3090513433364845,0,0
2020-07-01,-0.36,-0.4628540110113831,0,0
2020-08-01,-0.53,-0.6639805764324046,0,1
2020-09-01,-0.85,-1.0425717584013858,0,1
2020-10-01,-1.12,-1.362008068187714,0,1
2020-11-01,-1.2,-1.4566558636799594,0,1
2020-12-01,-1.08,-1.3146841704415915,0,1
2021-01-01,-0.91,-1.11355760502057,0,1
2021-02-01,-0.79,-0.971585911782202,0,1
2021-03-01,-0.71,-0.8769381162899565,0,1
2021-04-01,-0.55,-0.687642525305466,0,1
2021-05-01,-0.39,-0.49834693432097515,0,0
2021-06-01,-0.3,-0.3918681643921991,0,0
2021-07-01,-0.35,-0.45102303657485243,0,0
2021-08-01,-0.45,-0.5693327809401592,0,0
2021-09-01,-0.63,-0.7822903207977112,0,1
2021-10-01,-0.76,-0.9360929884726099,0,1
2021-11-01,-0.91,-1.11355760502057,0,1
2021-12-01,-0.87,-1.0662337072744472,0,1
2022-01-01,-0.82,-1.0070788350917939,0,1
2022-02-01,-0.79,-0.971585911782202,0,1
2022-03-01,-0.86,-1.0544027328379166,0,1
2022-04-01,-0.95,-1.1608815027666926,0,1
2022-05-01,-0.9,-1.1017266305840394,0,1
2022-06-01,-0.78,-0.9597549373456713,0,1
2022-07-01,-0.76,-0.9360929884726099,0,1
2022-08-01,-0.87,-1.0662337072744472,0,1
2022-09-01,-0.97,-1.184543451639754,0,1
2022-10-01,-0.94,-1.149050528330162,0,1
2022-11-01,-0.85,-1.0425717584013858,0,1
2022-12-01,-0.71,-0.8769381162899565,0,1
2023-01-01,-0.54,-0.6758115508689353,0,1
2023-02-01,-0.29,-0.38003718995566843,0,0
2023-03-01,-0.02,-0.06060088016934042,0,0
2023-04-01,0.27,0.282497378490049,0,0
2023-05-01,0.57,0.6374266115859689,1,0
2023-06-01,0.84,0.956862921372297,1,0
2023-07-01,1.12,1.2881302055951558,1,0
2023-08-01,1.37,1.5839045665084226,1,0
2023-09-01,1.6,1.856016978548628,1,0
2023-10-01,1.83,2.128129390588833,1,0
2023-11-01,1.99,2.317424981573324,1,0
2023-12-01,2.06,2.400241802629039,1,0
2024-01-01,1.92,2.234608160517609,1,0
2024-02-01,1.62,1.8796789274216892,1,0
2024-03-01,1.26,1.453763847706585,1,0
2024-04-01,0.82,0.9332009724992356,1,0
2024-05-01,0.49,0.5427788160937237,0,0
2024-06-01,0.22,0.22334250630739563,0,0
2024-07-01,0.08,0.05770886419596626,0,0
2024-08-01,-0.07,-0.11975575235199377,0,0
2024-09-01,-0.17,-0.23806549671730046,0,0
2024-10-01,-0.21,-0.2853893944634231,0,0
2024-11-01,-0.3,-0.3918681643921991,0,0
2024-12-01,-0.42,-0.5338398576305672,0,0
2025-01-01,-0.45,-0.5693327809401592,0,0
2025-02-01,-0.24,-0.3208823177730151,0,0
2025-03-01,-0.06,-0.1079247779154631,0,0
2025-04-01,0.02,-0.013276982423217744,0,0
2025-05-01,-0.02,-0.06060088016934042,0,0
2025-06-01,-0.04,-0.08426282904240175,0,0
2025-07-01,-0.14,-0.20257257340770846,0,0
2025-08-01,-0.28,-0.3682062155191378,0,0
2025-09-01,-0.4,-0.5101779087575058,0,0
2025-10-01,-0.51,-0.6403186275593432,0,1
2025-11-01,-0.55,-0.687642525305466,0,1
2025-12-01,-0.55,-0.687642525305466,0,1
