date,obs_ma,p05,p25,p75,p95
2005-02-01,0.4445432176444151,-0.006715070233913323,0.2189140737052509,0.6701723615835793,0.8958015055227435
2005-03-01,0.447144691516789,-0.004113596361539462,0.22151554757762476,0.6727738354559532,0.8984029793951174
2005-04-01,0.44960785217870497,-0.001650435699623476,0.22397870823954075,0.6752369961178692,0.9008661400570335
2005-05-01,0.45194751140476846,0.0006892235264400193,0.22631836746560424,0.6775766553439326,0.9032057992830969
2005-06-01,0.45417587277396226,0.002917584895633818,0.22854672883479804,0.6798050167131264,0.9054341606522907
2005-07-01,0.45630352791538537,0.0050452400370569195,0.23067438397622114,0.6819326718545495,0.9075618157937138
2005-08-01,0.45834016746233425,0.007081879584005801,0.23271102352317002,0.6839693114014984,0.9095984553406626
2005-09-01,0.4602961794963288,0.009037891618000338,0.23466703555716456,0.685925323435493,0.9115544673746572
2005-10-01,0.4621872508978483,0.010928963019519844,0.23655810695868407,0.6878163948370125,0.9134455387761767
2005-11-01,0.4640299759538227,0.01277168807549428,0.2384008320146585,0.6896591198929869,0.9152882638321511
2005-12-01,0.4658388765121586,0.01458058863383016,0.24020973257299438,0.6914680204513228,0.917097164390487
2006-01-01,0.4676262007897981,0.016367912911469662,0.24199705685063388,0.6932553447289623,0.9188844886681266
2006-02-01,0.4694033599826181,0.018145072104289672,0.2437742160434539,0.6950325039217824,0.9206616478609466
2006-03-01,0.47118263566156154,0.0199243477832331,0.24555349172239732,0.6968117796007258,0.92244092353989
2006-04-01,0.4729743955298562,0.02171610765152776,0.24734525159069198,0.6986035394690204,0.9242326834081847
2006-05-01,0.4747837064115985,0.02352541853327006,0.24915456247243428,0.7004128503507627,0.926041994289927
2006-06-01,0.4766073679794929,0.025349080101164434,0.25097822404032866,0.7022365119186571,0.9278656558578213
2006-07-01,0.4784366148754719,0.027178326997143454,0.2528074709363077,0.7040657588146362,0.9296949027538004
2006-08-01,0.48025842724926904,0.029000139370940592,0.2546292833101048,0.7058875711884333,0.9315167151275975
2006-09-01,0.4820592281391263,0.030800940260797827,0.25643008419996205,0.7076883720782905,0.9333175160174547
2006-10-01,0.4838283627360859,0.03257007485775748,0.2581992187969217,0.7094575066752502,0.9350866506144144
2006-11-01,0.4855603810670688,0.034302093188740335,0.25993123712790456,0.711189525006233,0.9368186689453972
2006-12-01,0.48725084606102376,0.03599255818269531,0.26162170212185953,0.712879990000188,0.9385091339393522
2007-01-01,0.48889677688094857,0.037638489002620124,0.26326763294178435,0.7145259208201128,0.940155064759277
2007-02-01,0.49049707320601077,0.039238785327682324,0.26486792926684655,0.716126217145175,0.9417553610843392
2007-03-01,0.4920521420072678,0.04079385412893938,0.2664229980681036,0.7176812859464321,0.9433104298855963
2007-04-01,0.4935637320667764,0.04230544418844795,0.26793458812761217,0.7191928760059406,0.9448220199451048
2007-05-01,0.49503464127478136,0.043776353396452916,0.26940549733561714,0.7206637852139456,0.9462929291531098
2007-06-01,0.49646533318545144,0.045207045307122995,0.2708361892462872,0.7220944771246156,0.9477236210637798
2007-07-01,0.4978539546419709,0.04659566676364246,0.2722248107028067,0.7234830985811351,0.9491122425202994
2007-08-01,0.4991964909375776,0.047938203059249174,0.2735673469984134,0.7248256348767419,0.9504547788159061
2007-09-01,0.5004867116290429,0.049228423750714456,0.2748575676898787,0.7261158555682071,0.9517449995073713
2007-10-01,0.5017171343830977,0.050458846504769284,0.2760879904439335,0.727346278322262,0.9529754222614262
2007-11-01,0.5028848047067072,0.05162651682837871,0.27725566076754293,0.7285139486458714,0.9541430925850356
2007-12-01,0.5039910636434628,0.052732775765134354,0.2783619197042986,0.729620207582627,0.9552493515217912
2008-01-01,0.5050398929315074,0.05378160505317897,0.2794107489923432,0.7306690368706716,0.9562981808098359
2008-02-01,0.5060360959197328,0.05477780804140431,0.28040695198056853,0.731665239858897,0.9572943837980612
2008-03-01,0.506990645387743,0.05573235750941452,0.28136150144857874,0.7326197893269072,0.9582489332660714
2008-04-01,0.5079208905823063,0.05666260270397783,0.28229174664314205,0.7335500345214705,0.9591791784606347
2008-05-01,0.5088457358290331,0.057587447950704695,0.2832165918898689,0.7344748797681974,0.9601040237073616
2008-06-01,0.5097802013581537,0.05852191347982527,0.2841510574189895,0.7354093452973179,0.9610384892364822
2008-07-01,0.5107347909484167,0.05947650307008823,0.28510564700925245,0.7363639348875809,0.9619930788267451
2008-08-01,0.5117170449023144,0.060458757023985954,0.2860879009631502,0.7373461888414786,0.9629753327806428
2008-09-01,0.512735978161368,0.06147769028303951,0.28710683422220373,0.7383651221005322,0.9639942660396964
2008-10-01,0.5137980277503865,0.06253973987205808,0.2881688838112223,0.7394271716895507,0.965056315628715
2008-11-01,0.5149066766872809,0.0636483888089524,0.28927753274811663,0.7405358206264451,0.9661649645656093
2008-12-01,0.5160637509570015,0.06480546307867308,0.2904346070178373,0.7416928948961657,0.96732203883533
2009-01-01,0.5172729425848897,0.0660146547065612,0.2916437986457254,0.7429020865240539,0.9685312304632181
2009-02-01,0.5185382403120912,0.06727995243376272,0.29290909637292695,0.7441673842512554,0.9697965281904196
2009-03-01,0.5198630779485849,0.06860479007025644,0.29423393400942066,0.7454922218877491,0.9711213658269133
2009-04-01,0.5212528063688898,0.06999451849056137,0.2956236624297256,0.746881950308054,0.9725110942472183
2009-05-01,0.5227129719092416,0.07145468403091315,0.2970838279700774,0.7483421158484058,0.97397125978757
2009-06-01,0.5242432504377821,0.07298496255945364,0.29861410649861786,0.7498723943769463,0.9755015383161105
2009-07-01,0.5258382610123774,0.07457997313404896,0.3002091170732132,0.7514674049515416,0.9770965488907059
2009-08-01,0.5274893191911915,0.07623103131286302,0.30186017525202724,0.7531184631303557,0.9787476070695199
2009-09-01,0.5291870476440433,0.0779287597657149,0.3035579037048791,0.7548161915832076,0.9804453355223718
2009-10-01,0.5309235765092124,0.07966528863088396,0.3052944325700482,0.7565527204483766,0.9821818643875408
2009-11-01,0.53269368283105,0.08143539495272156,0.3070645388918858,0.7583228267702142,0.9839519707093785
2009-12-01,0.5344924132723151,0.08323412539398667,0.3088632693331509,0.7601215572114793,0.9857507011506436
2010-01-01,0.5363130689906837,0.0850547811123552,0.3106839250515194,0.7619422129298479,0.9875713568690121
2010-02-01,0.5381471952958253,0.08688890741749689,0.3125180513566611,0.7637763392349896,0.9894054831741538
2010-03-01,0.5399876230861362,0.08872933520780779,0.314358479146972,0.7656167670253005,0.9912459109644647
2010-04-01,0.5418315941997371,0.0905733063214087,0.3162024502605729,0.7674607381389014,0.9930898820780656
2010-05-01,0.5436782919134098,0.09242000403508133,0.31804914797424555,0.769307435852574,0.9949365797917382
2010-06-01,0.5455246545109884,0.09426636663265997,0.3198955105718242,0.7711537984501526,0.9967829423893169
2010-07-01,0.5473658392139584,0.09610755133562998,0.3217366952747942,0.7729949831531227,0.9986241270922869
2010-08-01,0.5491976311163782,0.09793934323804976,0.323568487177214,0.7748267750555424,1.0004559189947066
2010-09-01,0.5510165350686133,0.09975824719028481,0.32538739112944903,0.7766456790077775,1.0022748229469416
2010-10-01,0.552823793350403,0.10156550547207455,0.32719464941123877,0.7784529372895672,1.0040820812287314
2010-11-01,0.5546251306767908,0.10336684279846231,0.32899598673762653,0.780254274615955,1.0058834185551193
2010-12-01,0.5564280872007357,0.10516979932240722,0.33079894326157144,0.7820572311398999,1.0076863750790641
2011-01-01,0.5582424681076679,0.10698418022933942,0.33261332416850364,0.7838716120468321,1.0095007559859963
2011-02-01,0.5600797962135714,0.10882150833524296,0.3344506522744072,0.7857089401527356,1.0113380840919
2011-03-01,0.5619529793620835,0.1106946914837551,0.3363238354229193,0.7875821233012478,1.013211267240412
2011-04-01,0.5638755826950967,0.1126172948167683,0.3382464387559325,0.789504726634261,1.0151338705734252
2011-05-01,0.5658595567265022,0.11460126884817379,0.340230412787338,0.7914887006656665,1.0171178446048308
2011-06-01,0.5679144455708476,0.11665615769251914,0.34228530163168336,0.7935435895100118,1.019172733449176
2011-07-01,0.5700476237673675,0.11878933588903906,0.3444184798282033,0.7956767677065317,1.021305911645696
2011-08-01,0.5722656477642991,0.12100735988597067,0.3466365038251349,0.7978947917034633,1.0235239356426276
2011-09-01,0.5745783648127504,0.12332007693442193,0.34894922087358615,0.8002075087519146,1.025836652691079
2011-10-01,0.5769940084626737,0.12573572058434523,0.35136486452350946,0.8026231524018379,1.0282522963410021
2011-11-01,0.5795168038909856,0.12825851601265714,0.35388765995182137,0.8051459478301498,1.0307750917693141
2011-12-01,0.5821474811074463,0.13088919322911785,0.3565183371682821,0.8077766250466105,1.0334057689857747
2012-01-01,0.5848894019431627,0.1336311140648343,0.3592602580039985,0.810518545882327,1.0361476898214912
2012-02-01,0.5877447555360942,0.13648646765776573,0.36211561159692995,0.8133738994752584,1.0390030434144226
2012-03-01,0.5907150899197107,0.13945680204138222,0.36508594598054644,0.8163442338588749,1.0419733777980391
2012-04-01,0.5938022050834924,0.1425439172051639,0.36817306114432813,0.8194313490226566,1.0450604929618208
2012-05-01,0.5970049655507308,0.14574667767240235,0.37137582161156657,0.822634109489895,1.0482632534290592
2012-06-01,0.6003172755533676,0.1490589876750391,0.37468813161420333,0.8259464194925318,1.0515755634316961
2012-07-01,0.6037309159596155,0.15247262808128703,0.37810177202045125,0.8293600598987797,1.0549892038379438
2012-08-01,0.6072357246045261,0.15597743672619768,0.3816065806653619,0.8328648685436904,1.0584940124828546
2012-09-01,0.6108230523294126,0.15956476445108414,0.38519390839024836,0.8364521962685768,1.0620813402077411
2012-10-01,0.6144893858934721,0.16323109801514368,0.3888602419543079,0.8401185298326364,1.0657476737718006
2012-11-01,0.6182366857112729,0.16697839783294444,0.39260754177210866,0.8438658296504371,1.0694949735896013
2012-12-01,0.6220680276467112,0.17080973976838276,0.396438883707547,0.8476971715858754,1.0733263155250397
2013-01-01,0.6259869698109704,0.1747286819326419,0.40035782587180613,0.8516161137501346,1.0772452576892988
2013-02-01,0.6299962494143756,0.17873796153604715,0.4043671054752114,0.8556253933535398,1.081254537292704
2013-03-01,0.6340991231567339,0.18284083527840544,0.40846997921756967,0.8597282670958981,1.0853574110350623
2013-04-01,0.6382982567816161,0.18703996890328767,0.4126691128424519,0.8639274007207803,1.0895565446599447
2013-05-01,0.6425962632082958,0.19133797532996732,0.41696711926913155,0.86822540714746,1.0938545510866242
2013-06-01,0.6469909733255538,0.19573268544722533,0.42136182938638955,0.872620117264718,1.098249261203882
2013-07-01,0.651479565878505,0.20022127800017653,0.42585042193934075,0.8771087098176692,1.1027378537568335
2013-08-01,0.6560601536688915,0.20480186579056303,0.43043100972972725,0.8816892976080557,1.10731844154722
2013-09-01,0.6607319794351665,0.20947369155683804,0.43510283549600226,0.8863611233743307,1.111990267313495
2013-10-01,0.6654964756858773,0.21423818780754889,0.4398673317467131,0.8911256196250416,1.1167547635642059
2013-11-01,0.6703574677662794,0.2190991798879509,0.44472832382711514,0.8959866117054436,1.1216157556446078
2013-12-01,0.6753189232768916,0.22406063539856313,0.44968977933772736,0.9009480672160558,1.1265772111552201
2014-01-01,0.6803823416698398,0.22912405379151135,0.4547531977306756,0.906011485609004,1.1316406295481682
2014-02-01,0.6855490499900097,0.2342907621116812,0.45991990605084543,0.9111781939291739,1.136807337868338
2014-03-01,0.690821444349548,0.2395631564712195,0.46519230041038373,0.9164505882887122,1.1420797322278764
